"weight";"word";"color";"url"
"2";"requires";"";""
"2";"research";"";""
"2";"resolve";"";""
"2";"RESPONSIBILITIES";"";""
"2";"responsibilities";"";""
"2";"Responsibilities";"";""
"2";"responsible";"";""
"2";"right";"";""
"2";"sales";"";""
"2";"scalable";"";""
"2";"scale";"";""
"2";"schedule";"";""
"2";"scripting";"";""
"2";"Server";"";""
"2";"site";"";""
"2";"skill";"";""
"2";"SKILLS";"";""
"2";"skillset";"";""
"2";"stability";"";""
"2";"standards";"";""
"2";"status";"";""
"2";"stories";"";""
"2";"strong";"";""
"2";"success";"";""
"2";"supporting";"";""
"2";"system";"";""
"2";"take";"";""
"2";"takes";"";""
"2";"tasks";"";""
"2";"Team";"";""
"2";"team's";"";""
"2";"technologies";"";""
"2";"that’s";"";""
"2";"time";"";""
"2";"together";"";""
"2";"Understanding";"";""
"2";"utilizing";"";""
"2";"verbal";"";""
"2";"ways";"";""
"2";"without";"";""
"2";"XML";"";""
"2";"you’ll";"";""
"2";"You’re";"";""
"1";"190/month";"";""
"1";"3-tiered";"";""
"1";"3.0";"";""
"1";"401k";"";""
"1";"able";"";""
"1";"abstraction";"";""
"1";"accelerate";"";""
"1";"accepted";"";""
"1";"access";"";""
"1";"accordance";"";""
"1";"achieves";"";""
"1";"acknowledge";"";""
"1";"Action";"";""
"1";"action";"";""
"1";"activities";"";""
"1";"Adaptability";"";""
"1";"add";"";""
"1";"addition";"";""
"1";"additional";"";""
"1";"addressing";"";""
"1";"administration";"";""
"1";"adopting";"";""
"1";"advanced";"";""
"1";"affirmative";"";""
"1";"age";"";""
"1";"agency";"";""
"1";"agile";"";""
"1";"Agile/Lean";"";""
"1";"Agile/Scrum";"";""
"1";"AJAX";"";""
"1";"along";"";""
"1";"alternatives";"";""
"1";"amazing";"";""
"1";"Amazon";"";""
"1";"Ambitious";"";""
"1";"amendment";"";""
"1";"among";"";""
"1";"amount";"";""
"1";"analytical";"";""
"1";"analytics";"";""
"1";"Analyze";"";""
"1";"and/or";"";""
"1";"Angular";"";""
"1";"another";"";""
"1";"Ansible";"";""
"1";"anthem";"";""
"1";"Apache";"";""
"1";"app.We’re";"";""
"1";"applicable";"";""
"1";"Applicant";"";""
"1";"APPLICANT";"";""
"1";"applicants";"";""
"1";"Apply";"";""
"1";"apply";"";""
"1";"APPLY";"";""
"1";"applyaccommodations@changehealthcare.com";"";""
"1";"approaches";"";""
"1";"approaches/solutions";"";""
"1";"appropriate";"";""
"1";"approx";"";""
"1";"approximately";"";""
"1";"architectural/design";"";""
"1";"area";"";""
"1";"Aren’t";"";""
"1";"artists";"";""
"1";"ASP.net";"";""
"1";"ASP.NET";"";""
"1";"assigned";"";""
"1";"assist";"";""
"1";"atmosphere";"";""
"1";"attention";"";""
"1";"audacious";"";""
"1";"audience";"";""
"1";"automation";"";""
"1";"autonomy";"";""
"1";"availability";"";""
"1";"awesome";"";""
"1";"Bachelor's";"";""
"1";"Bachelors";"";""
"1";"back";"";""
"1";"Backend";"";""
"1";"background";"";""
"1";"based";"";""
"1";"behind";"";""
"1";"believe";"";""
"1";"belong";"";""
"1";"benefits";"";""
"1";"better";"";""
"1";"Beyond";"";""
"1";"big";"";""
"1";"birthday";"";""
"1";"bits";"";""
"1";"bonus";"";""
"1";"bowling";"";""
"1";"box";"";""
"1";"brands";"";""
"1";"brightest";"";""
"1";"bring";"";""
"1";"bugs";"";""
"1";"Build";"";""
"1";"Building";"";""
"1";"bureaucracy";"";""
"1";"C#/ASP.Net/MVC";"";""
"1";"candidate";"";""
"1";"Candidate";"";""
"1";"Capable";"";""
"1";"capacity";"";""
"1";"career";"";""
"1";"Cassandra";"";""
"1";"catalyst";"";""
"1";"center";"";""
"1";"Champion";"";""
"1";"changes";"";""
"1";"changing";"";""
"1";"charitable";"";""
"1";"check";"";""
"1";"child";"";""
"1";"Christian";"";""
"1";"chuckles";"";""
"1";"CI/CD";"";""
"1";"Click";"";""
"1";"client";"";""
"1";"client-side";"";""
"1";"close";"";""
"1";"cloud";"";""
"1";"cloud-integrated";"";""
"1";"cloud-provided";"";""
"1";"coder";"";""
"1";"coffee";"";""
"1";"cold";"";""
"1";"collaborate";"";""
"1";"collaborating";"";""
"1";"Collaborative";"";""
"1";"collection";"";""
"1";"Collections";"";""
"1";"color";"";""
"1";"Comfortable";"";""
"1";"comfortable";"";""
"1";"commensurate";"";""
"1";"commonly";"";""
"1";"communicates";"";""
"1";"communicating";"";""
"1";"communities.Here";"";""
"1";"community";"";""
"1";"Company";"";""
"1";"compensation";"";""
"1";"COMPENSATION";"";""
"1";"competing";"";""
"1";"Competitive";"";""
"1";"completion";"";""
"1";"complex";"";""
"1";"compliance";"";""
"1";"concept";"";""
"1";"concepts";"";""
"1";"concurrent";"";""
"1";"conducts";"";""
"1";"confidently";"";""
"1";"confirm";"";""
"1";"conservative-valued";"";""
"1";"consider";"";""
"1";"consideration";"";""
"1";"Constitutionalist";"";""
"1";"construct";"";""
"1";"consultants";"";""
"1";"consumers";"";""
"1";"consumption";"";""
"1";"contact";"";""
"1";"content";"";""
"1";"contingent";"";""
"1";"continue";"";""
"1";"continuously";"";""
"1";"contributes";"";""
"1";"contribution";"";""
"1";"control";"";""
"1";"cooperation";"";""
"1";"coordinated";"";""
"1";"cost";"";""
"1";"cover";"";""
"1";"COVID-19";"";""
"1";"coworkers";"";""
"1";"criteria";"";""
"1";"cross-platform";"";""
"1";"cultivating";"";""
"1";"current";"";""
"1";"customers";"";""
"1";"CVs";"";""
"1";"cycle";"";""
"1";"daily";"";""
"1";"Data";"";""
"1";"databases";"";""
"1";"Databases";"";""
"1";"day";"";""
"1";"Days";"";""
"1";"days";"";""
"1";"debug";"";""
"1";"debugger";"";""
"1";"decisions";"";""
"1";"Decompose";"";""
"1";"dedication";"";""
"1";"defects";"";""
"1";"defined";"";""
"1";"Degree";"";""
"1";"degreed";"";""
"1";"Deliver";"";""
"1";"delivered";"";""
"1";"delivering";"";""
"1";"demands";"";""
"1";"Demonstrable";"";""
"1";"DEMONSTRATE";"";""
"1";"demonstrate";"";""
"1";"departments";"";""
"1";"deploy";"";""
"1";"Description";"";""
"1";"designers";"";""
"1";"designs";"";""
"1";"desired";"";""
"1";"desktop";"";""
"1";"detail";"";""
"1";"Development";"";""
"1";"devops";"";""
"1";"Difference";"";""
"1";"digital";"";""
"1";"direction";"";""
"1";"disability";"";""
"1";"discrimination";"";""
"1";"dish";"";""
"1";"display";"";""
"1";"distancing";"";""
"1";"distribution";"";""
"1";"diverse";"";""
"1";"documentation";"";""
"1";"driven";"";""
"1";"drug";"";""
"1";"drug-testing";"";""
"1";"DUTIES";"";""
"1";"dynamic";"";""
"1";"Dynamo";"";""
"1";"e-commuters";"";""
"1";"Earn";"";""
"1";"Easy";"";""
"1";"Education";"";""
"1";"EEO";"";""
"1";"effective";"";""
"1";"effectiveness";"";""
"1";"efficient";"";""
"1";"efficiently";"";""
"1";"effortlessly";"";""
"1";"efforts";"";""
"1";"Elementor";"";""
"1";"embrace";"";""
"1";"Employee";"";""
"1";"employees";"";""
"1";"Empower";"";""
"1";"empowering";"";""
"1";"enable";"";""
"1";"end-to-end";"";""
"1";"Energy";"";""
"1";"engaged";"";""
"1";"enhance";"";""
"1";"enhancement";"";""
"1";"enhancing";"";""
"1";"enough";"";""
"1";"ensure";"";""
"1";"enterprise";"";""
"1";"epics";"";""
"1";"Equal";"";""
"1";"espresso";"";""
"1";"estimate";"";""
"1";"ethics";"";""
"1";"event-driven";"";""
"1";"events";"";""
"1";"everything";"";""
"1";"examples";"";""
"1";"Excellent";"";""
"1";"excellent";"";""
"1";"Excited";"";""
"1";"exciting";"";""
"1";"executable";"";""
"1";"Expect";"";""
"1";"expect";"";""
"1";"express";"";""
"1";"extensibility";"";""
"1";"extensible";"";""
"1";"extensive";"";""
"1";"extreme";"";""
"1";"Extreme";"";""
"1";"Facebook";"";""
"1";"fancy";"";""
"1";"fast";"";""
"1";"fast-paced";"";""
"1";"figure";"";""
"1";"finance";"";""
"1";"find";"";""
"1";"Firebase";"";""
"1";"Fit";"";""
"1";"fixing";"";""
"1";"Flex";"";""
"1";"Flexible";"";""
"1";"flows";"";""
"1";"forward-thinking";"";""
"1";"foster";"";""
"1";"fostering";"";""
"1";"fragrance";"";""
"1";"framework";"";""
"1";"free";"";""
"1";"Free";"";""
"1";"Frequent";"";""
"1";"Friday";"";""
"1";"front";"";""
"1";"fulfilling";"";""
"1";"Full";"";""
"1";"full-service";"";""
"1";"Full-stack";"";""
"1";"Full-time";"";""
"1";"functionality";"";""
"1";"Future";"";""
"1";"gender";"";""
"1";"generation";"";""
"1";"Generics";"";""
"1";"genetic";"";""
"1";"German";"";""
"1";"GitLab";"";""
"1";"give";"";""
"1";"globe";"";""
"1";"glory/fame";"";""
"1";"goal";"";""
"1";"goals";"";""
"1";"good";"";""
"1";"GraphQL";"";""
"1";"great";"";""
"1";"Groovy";"";""
"1";"guidelines";"";""
"1";"hands";"";""
"1";"happy-hours";"";""
"1";"Healthcare.Pursue";"";""
"1";"healthier";"";""
"1";"healthy";"";""
"1";"heart";"";""
"1";"Help";"";""
"1";"helpful";"";""
"1";"high-performing";"";""
"1";"highest";"";""
"1";"highlighting";"";""
"1";"highly";"";""
"1";"Highly";"";""
"1";"hitting";"";""
"1";"Holidays";"";""
"1";"hour";"";""
"1";"HOURS";"";""
"1";"How’d";"";""
"1";"hrs/week";"";""
"1";"HSA";"";""
"1";"HTML/CSS";"";""
"1";"HTTP";"";""
"1";"https://www.dol.gov/ofccp/pdf/pay-transp_%20English_formattedESQA508c.pdf";"";""
"1";"https://www.dol.gov/ofccp/regs/compliance/posters/pdf/OFCCP_EEO_Supplement_Final_JRF_QA_508c.pdf";"";""
"1";"https://www.eeoc.gov/employers/eeo-law-poster";"";""
"1";"https://www.facebook.com/liiingo";"";""
"1";"https://www.liiingo.com";"";""
"1";"hybrid";"";""
"1";"I-84";"";""
"1";"Idaho";"";""
"1";"idea-generator";"";""
"1";"Ideal";"";""
"1";"Identify";"";""
"1";"identity";"";""
"1";"impact";"";""
"1";"impact.As";"";""
"1";"Implement";"";""
"1";"implementing";"";""
"1";"impossible";"";""
"1";"impressive";"";""
"1";"improve";"";""
"1";"improved";"";""
"1";"improvement";"";""
"1";"improver";"";""
"1";"INCLUDE";"";""
"1";"Include";"";""
"1";"increasingly";"";""
"1";"incredible";"";""
"1";"incrementally";"";""
"1";"indexed";"";""
"1";"industries";"";""
"1";"industry";"";""
"1";"Influence";"";""
"1";"influence";"";""
"1";"Information";"";""
"1";"innovation";"";""
"1";"Integrated";"";""
"1";"integrating";"";""
"1";"interacting";"";""
"1";"interactions";"";""
"1";"Interacts";"";""
"1";"interface";"";""
"1";"interfaces";"";""
"1";"internet-based";"";""
"1";"internship";"";""
"1";"interpersonal";"";""
"1";"interviewing";"";""
"1";"intuitive";"";""
"1";"Investigate";"";""
"1";"isn’t";"";""
"1";"issues";"";""
"1";"Jackson";"";""
"1";"java";"";""
"1";"Java-based";"";""
"1";"Java/Tomcat";"";""
"1";"Jetty";"";""
"1";"JMS";"";""
"1";"Job";"";""
"1";"JOB";"";""
"1";"job-specific";"";""
"1";"JOBS@RUHM.COM";"";""
"1";"Join";"";""
"1";"journey";"";""
"1";"JPA-based";"";""
"1";"jQuery/JavaScript";"";""
"1";"junior";"";""
"1";"jUnit";"";""
"1";"Junit";"";""
"1";"just";"";""
"1";"key";"";""
"1";"KEY";"";""
"1";"know-how";"";""
"1";"know-why";"";""
"1";"KNOWLEDGE";"";""
"1";"laid-back";"";""
"1";"language";"";""
"1";"largest";"";""
"1";"Law";"";""
"1";"law";"";""
"1";"laws";"";""
"1";"layer";"";""
"1";"layers";"";""
"1";"leading-edge";"";""
"1";"learning";"";""
"1";"least";"";""
"1";"letter";"";""
"1";"libraries";"";""
"1";"life";"";""
"1";"lifecycle";"";""
"1";"lightly";"";""
"1";"like";"";""
"1";"LIMITED";"";""
"1";"line";"";""
"1";"load";"";""
"1";"Location";"";""
"1";"look";"";""
"1";"lots";"";""
"1";"lovely";"";""
"1";"Lucene";"";""
"1";"lucky";"";""
"1";"MacGyver";"";""
"1";"machine";"";""
"1";"made";"";""
"1";"Maintain";"";""
"1";"maintainability";"";""
"1";"maintained";"";""
"1";"maintains";"";""
"1";"maintenance";"";""
"1";"make";"";""
"1";"manageability";"";""
"1";"manager";"";""
"1";"manufacturing";"";""
"1";"market";"";""
"1";"marketers";"";""
"1";"Masterful";"";""
"1";"match";"";""
"1";"Maven";"";""
"1";"maximize";"";""
"1";"medical";"";""
"1";"meetings";"";""
"1";"message-based";"";""
"1";"metrics";"";""
"1";"minimal-function";"";""
"1";"mission";"";""
"1";"mix";"";""
"1";"Mockito";"";""
"1";"Monday";"";""
"1";"money";"";""
"1";"Mongo";"";""
"1";"MongoDB";"";""
"1";"monitoring";"";""
"1";"MSTest";"";""
"1";"much";"";""
"1";"multi-task";"";""
"1";"multiple";"";""
"1";"must";"";""
"1";"MySQL";"";""
"1";"national";"";""
"1";"Native";"";""
"1";"need";"";""
"1";"Need";"";""
"1";"negative";"";""
"1";"NET";"";""
"1";"Networking";"";""
"1";"next";"";""
"1";"NodeJS";"";""
"1";"nondiscrimination";"";""
"1";"northwest";"";""
"1";"numbers";"";""
"1";"numerous";"";""
"1";"NUnit";"";""
"1";"Nutch";"";""
"1";"object-oriented";"";""
"1";"Obsessive";"";""
"1";"offer";"";""
"1";"offers";"";""
"1";"on-going";"";""
"1";"One";"";""
"1";"OOP";"";""
"1";"open";"";""
"1";"Open";"";""
"1";"openly";"";""
"1";"operation";"";""
"1";"Opportunity/Affirmative";"";""
"1";"optimizing";"";""
"1";"orders";"";""
"1";"organizations";"";""
"1";"organized";"";""
"1";"orientation";"";""
"1";"origin";"";""
"1";"ORM";"";""
"1";"outcomes";"";""
"1";"Overland/Cole";"";""
"1";"overlooking";"";""
"1";"Overview";"";""
"1";"owned";"";""
"1";"packaging";"";""
"1";"page";"";""
"1";"pair";"";""
"1";"participate";"";""
"1";"Participates";"";""
"1";"particular";"";""
"1";"partners";"";""
"1";"parts";"";""
"1";"passionate";"";""
"1";"past";"";""
"1";"Patterns";"";""
"1";"pay";"";""
"1";"Pay";"";""
"1";"pays";"";""
"1";"PCI";"";""
"1";"per";"";""
"1";"PERFECT";"";""
"1";"performing";"";""
"1";"Performs";"";""
"1";"personalized";"";""
"1";"Phalcon";"";""
"1";"PHP";"";""
"1";"pick";"";""
"1";"pieces";"";""
"1";"place";"";""
"1";"plans";"";""
"1";"platform";"";""
"1";"player";"";""
"1";"please";"";""
"1";"Please";"";""
"1";"plus";"";""
"1";"policy";"";""
"1";"Position";"";""
"1";"possibly";"";""
"1";"powerful";"";""
"1";"Practiced";"";""
"1";"practices";"";""
"1";"pre-employment";"";""
"1";"Precaution(s";"";""
"1";"preference";"";""
"1";"Preferred";"";""
"1";"PREFERRED";"";""
"1";"premiums";"";""
"1";"prestige";"";""
"1";"Previous";"";""
"1";"primary";"";""
"1";"principles";"";""
"1";"pro-police";"";""
"1";"problem-solving";"";""
"1";"procedures";"";""
"1";"Product";"";""
"1";"products";"";""
"1";"product’s";"";""
"1";"profitable";"";""
"1";"promoting";"";""
"1";"proof";"";""
"1";"protections";"";""
"1";"proven";"";""
"1";"provides";"";""
"1";"purpose";"";""
"1";"QUALIFICATIONS";"";""
"1";"qualified";"";""
"1";"Qualities";"";""
"1";"Quickly";"";""
"1";"race";"";""
"1";"rapid";"";""
"1";"React";"";""
"1";"ReactJS";"";""
"1";"recommend";"";""
"1";"Redis";"";""
"1";"regression";"";""
"1";"regularly";"";""
"1";"relational";"";""
"1";"Relational";"";""
"1";"relationship";"";""
"1";"relationships";"";""
"1";"releasable";"";""
"1";"relevant";"";""
"1";"religion";"";""
"1";"Remotely";"";""
"1";"request";"";""
"1";"requesting";"";""
"1";"required";"";""
"1";"REQUIREMENTS";"";""
"1";"response";"";""
"1";"Responsible";"";""
"1";"responsive";"";""
"1";"REST";"";""
"1";"RESTful";"";""
"1";"results";"";""
"1";"resume";"";""
"1";"Resumes";"";""
"1";"reusable";"";""
"1";"reusing";"";""
"1";"review";"";""
"1";"richly";"";""
"1";"ridiculously";"";""
"1";"road";"";""
"1";"role";"";""
"1";"Roles";"";""
"1";"Ruby";"";""
"1";"RUHM";"";""
"1";"salary";"";""
"1";"saluted";"";""
"1";"satisfactorily";"";""
"1";"say";"";""
"1";"scalability";"";""
"1";"Scentsy";"";""
"1";"Scentsy’s";"";""
"1";"Schedule";"";""
"1";"seasoned";"";""
"1";"second";"";""
"1";"security";"";""
"1";"see";"";""
"1";"seems";"";""
"1";"selenium";"";""
"1";"Selenium";"";""
"1";"self-guiding";"";""
"1";"self-starting";"";""
"1";"semantic";"";""
"1";"sending";"";""
"1";"Senior";"";""
"1";"SEO";"";""
"1";"server/client";"";""
"1";"serves";"";""
"1";"service";"";""
"1";"Services";"";""
"1";"set";"";""
"1";"several";"";""
"1";"sex";"";""
"1";"sexual";"";""
"1";"share";"";""
"1";"shell";"";""
"1";"shift";"";""
"1";"shopping";"";""
"1";"sites";"";""
"1";"sleek";"";""
"1";"small";"";""
"1";"smells";"";""
"1";"snacks";"";""
"1";"SOA";"";""
"1";"SOAP";"";""
"1";"Social";"";""
"1";"solid";"";""
"1";"solution";"";""
"1";"solve";"";""
"1";"source";"";""
"1";"south";"";""
"1";"southwest";"";""
"1";"space";"";""
"1";"speedy";"";""
"1";"spoken";"";""
"1";"spouses";"";""
"1";"SRE";"";""
"1";"stability/comfort";"";""
"1";"stable";"";""
"1";"stack";"";""
"1";"stakeholders";"";""
"1";"standups";"";""
"1";"startup";"";""
"1";"state";"";""
"1";"Statement";"";""
"1";"stay";"";""
"1";"Stay";"";""
"1";"stored";"";""
"1";"Stores";"";""
"1";"strategies";"";""
"1";"strategists";"";""
"1";"striving";"";""
"1";"strongly";"";""
"1";"structured";"";""
"1";"structures";"";""
"1";"Struggle";"";""
"1";"Studio";"";""
"1";"subject";"";""
"1";"Submit";"";""
"1";"submitted";"";""
"1";"successful";"";""
"1";"successfully";"";""
"1";"suites";"";""
"1";"supervision";"";""
"1";"supplemental";"";""
"1";"Support";"";""
"1";"sustainable";"";""
"1";"Systems";"";""
"1";"tablet";"";""
"1";"Taking";"";""
"1";"taking";"";""
"1";"team-buildings";"";""
"1";"team-player";"";""
"1";"TeamCity";"";""
"1";"teammates";"";""
"1";"tech";"";""
"1";"Technologies";"";""
"1";"test-driven";"";""
"1";"testability";"";""
"1";"testers";"";""
"1";"Testing";"";""
"1";"that-just-happened";"";""
"1";"themself";"";""
"1";"things";"";""
"1";"Think";"";""
"1";"Thoughtful";"";""
"1";"throne";"";""
"1";"throughout";"";""
"1";"tight";"";""
"1";"Time";"";""
"1";"times";"";""
"1";"Title";"";""
"1";"today";"";""
"1";"top-end";"";""
"1";"Total";"";""
"1";"toward";"";""
"1";"TRAITS";"";""
"1";"transfer";"";""
"1";"Transforming";"";""
"1";"transparency";"";""
"1";"treating";"";""
"1";"troubleshoot";"";""
"1";"trust";"";""
"1";"turn-over";"";""
"1";"two";"";""
"1";"Type";"";""
"1";"type";"";""
"1";"Typescript";"";""
"1";"U.S";"";""
"1";"Unix";"";""
"1";"Unix/Linux-based";"";""
"1";"upon";"";""
"1";"Use";"";""
"1";"used";"";""
"1";"user";"";""
"1";"User";"";""
"1";"uses";"";""
"1";"Utilize";"";""
"1";"valley";"";""
"1";"value";"";""
"1";"values";"";""
"1";"various";"";""
"1";"versed";"";""
"1";"versioning";"";""
"1";"versus";"";""
"1";"vested";"";""
"1";"veteran";"";""
"1";"view";"";""
"1";"Virtual";"";""
"1";"vision";"";""
"1";"Vision";"";""
"1";"Visual";"";""
"1";"volumes";"";""
"1";"Warehouse";"";""
"1";"Web";"";""
"1";"web-based";"";""
"1";"website";"";""
"1";"Well";"";""
"1";"well-defined";"";""
"1";"well-documented";"";""
"1";"We’re";"";""
"1";"we’re";"";""
"1";"we’ve";"";""
"1";"windows";"";""
"1";"wizz";"";""
"1";"WordPress";"";""
"1";"workforce";"";""
"1";"WorkHardPlayHard";"";""
"1";"workplace";"";""
"1";"world";"";""
"1";"world-changing";"";""
"1";"wow";"";""
"1";"write";"";""
"1";"Write";"";""
"1";"writing";"";""
"1";"Yes";"";""
"1";"yet";"";""
